Stock ID,Stock Name,Jurisdiction,FMP,Science Center,Regional Ecosystem,FSSI Stock?,ITIS Taxon Serial Number,Scientific Name,Common Name,Stock Area,Assessment ID,Assessment Year,Assessment Month,Last Data Year,Update Type,Review Result,B Year,Estimated B,B Unit,B Basis,Blimit,Blimit Basis,Bmsy,Bmsy Basis,B/Blimit,B/Bmsy,MSY,MSY Unit
10568,Widow rockfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Y,166719,Sebastes entomelas,Widow rockfish,Pacific Coast,557,2005,12,2004,Benchmark,Full acceptance,2005,15444,million eggs,Female reproductive output,12420,SPB25%,19871,SPB40%,1.243000031,0.77700001,,
10568,Widow rockfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Y,166719,Sebastes entomelas,Widow rockfish,Pacific Coast,1039,2007,9,2006,Full Update,Full acceptance,2006,17839,million eggs,Female reproductive output,12686.5,SPB25%,20298.40039,SPB40%,1.406000018,0.879000008,2000,mt
10568,Widow rockfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Y,166719,Sebastes entomelas,Widow rockfish,Pacific Coast,1897,2009,9,2008,Benchmark,Full acceptance,2009,15625,million eggs,Female reproductive output,10136,SPB25%,16218,SPB40%,1.542000055,0.963,3518,mt
10568,Widow rockfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Y,166719,Sebastes entomelas,Widow rockfish,Pacific Coast,3007,2011,11,2010,Benchmark,Full acceptance,2011,36342,"mt
",Spawning biomass,17781.5,SPB25%,28450.40039,SPB40%,2.04399991,1.27699995,5077,mt
10568,Widow rockfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Y,166719,Sebastes entomelas,Widow rockfish,Pacific Coast,6150,2015,9,2014,Benchmark,Full acceptance,2015,60608,"mt
",Spawning biomass,20177,SPB25%,32283,SPB40%,3.003999949,1.876999974,7776,mt
10568,Widow rockfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Y,166719,Sebastes entomelas,Widow rockfish,Pacific Coast,9382,2019,9,2018,,Full acceptance,2019,80910,Metric Tons,Spawning Stock Biomass,21999,SSB25%,35198,SSB40%,3.677999973,2.299000025,7606,Metric Tons
10426,Yelloweye rockfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,N,166740,Sebastes ruberrimus,Yelloweye rockfish,Pacific Coast,406,2005,12,2004,Full Update,Full acceptance,2005,798,mt,Spawning biomass,952,SPB25%,1523,SPB40%,0.838,0.523999989,52,mt
10426,Yelloweye rockfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,N,166740,Sebastes ruberrimus,Yelloweye rockfish,Pacific Coast,1042,2006,2,2005,Benchmark,Full acceptance,2006,588,mt,Mature female biomass,830.5,SPB25%,1328.800049,SPB40%,0.708000004,0.442999989,,
10426,Yelloweye rockfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,N,166740,Sebastes ruberrimus,Yelloweye rockfish,Pacific Coast,1041,2007,6,2006,Full Update,Full acceptance,2007,502,mt (female biomass only),Spawning biomass,766,SPB25%,1224.800049,SPB40%,0.657000005,0.411000013,43.70000076,mt
10426,Yelloweye rockfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,N,166740,Sebastes ruberrimus,Yelloweye rockfish,Pacific Coast,1896,2009,9,2008,Benchmark,Full acceptance,2009,201.5,million eggs,Female reproductive output,248.5,SPB25%,397.6000061,SPB40%,0.81099999,0.507000029,56,mt
10426,Yelloweye rockfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,N,166740,Sebastes ruberrimus,Yelloweye rockfish,Pacific Coast,2799,2011,6,2010,Full Update,Full acceptance,2011,219.4900055,million eggs,Female reproductive output,256.9230042,SPB25%,411.0759888,SPB40%,0.853999972,0.533999979,62,mt
10426,Yelloweye rockfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,N,166740,Sebastes ruberrimus,Yelloweye rockfish,Pacific Coast,6430,2015,11,2014,Partial Update,Full acceptance,2015,241.3800049,million eggs,Female reproductive output,256.9200134,SPB25%,411.0700073,SPB40%,0.939999998,0.587000012,62.64300156,mt
10426,Yelloweye rockfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,N,166740,Sebastes ruberrimus,Yelloweye rockfish,Pacific Coast,7572,2017,9,2016,Benchmark,Full acceptance,2017,323.1270142,million eggs,Female reproductive output,284.7600098,SPB25%,455.6199951,SPB40%,1.13499999,0.708999991,109,mt
10393,Yellowtail rockfish - Northern Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Y,166720,Sebastes flavidus,Yellowtail rockfish,Northern Pacific Coast,377,2005,12,2004,Full Update,Full acceptance,2005,16915,mt,Spawning biomass,7754,SPB25%,12406,SPB40%,2.180999994,1.363000035,4680,mt
10393,Yellowtail rockfish - Northern Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Y,166720,Sebastes flavidus,Yellowtail rockfish,Northern Pacific Coast,3916,2013,9,2012,Benchmark,Full acceptance,2013,,mt (mature female biomass),Mature female biomass,,SSB25%,,SSB40%,2.667999983,1.667999983,4805,mt
10393,Yellowtail rockfish - Northern Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Y,166720,Sebastes flavidus,Yellowtail rockfish,Northern Pacific Coast,7573,2017,9,2016,Benchmark,Full acceptance,2017,11.27799988,trillion eggs,Spawning Output,4,SPB25%,6,SPB40%,2.819999933,1.879999995,5434.459961,mt
14801,Yellowtail rockfish - Southern Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,N,166720,Sebastes flavidus,Yellowtail rockfish,Southern Pacific Coast,11830,2010,9,2009,New,Full acceptance,,,,,,,,,,,,
14801,Yellowtail rockfish - Southern Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,N,166720,Sebastes flavidus,Yellowtail rockfish,Southern Pacific Coast,7590,2017,9,2016,Benchmark,Reject - Results too uncertain to be considered adequate,,,,,,,,,,,,
10605,Chinook salmon - California Central Valley: Sacramento River Fall,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,Y,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Fall,4351,2005,2,2004,Full Update,Full acceptance,2004,283100,Adult Spawners (hatchery + natural),Escapement,,,,,,,,
10605,Chinook salmon - California Central Valley: Sacramento River Fall,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,Y,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Fall,4352,2006,2,2005,Full Update,Full acceptance,2005,383500,Adult Spawners (hatchery + natural),Escapement,,,,,,,,
10605,Chinook salmon - California Central Valley: Sacramento River Fall,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,Y,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Fall,4353,2007,2,2006,Full Update,Full acceptance,2006,270224,Adult Spawners (hatchery + natural),Escapement,,,,,,,,
10605,Chinook salmon - California Central Valley: Sacramento River Fall,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,Y,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Fall,4354,2008,2,2007,Full Update,Full acceptance,2007,87966,Adult Spawners (hatchery + natural),Escapement,,,,,,,,
10605,Chinook salmon - California Central Valley: Sacramento River Fall,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,Y,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Fall,4355,2009,2,2008,Full Update,Full acceptance,2008,66264,Adult Spawners (hatchery + natural),Escapement,,,,,,,,
10605,Chinook salmon - California Central Valley: Sacramento River Fall,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,Y,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Fall,4356,2010,2,2009,Full Update,Full acceptance,2009,39530,Adult Spawners (hatchery + natural),Escapement,,,,,,,,
10605,Chinook salmon - California Central Valley: Sacramento River Fall,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,Y,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Fall,4357,2011,2,2010,Full Update,Full acceptance,2010,125.4000015,Thousand Adult Spawners (hatchery + natural),Escapement,,,,,,,,
10605,Chinook salmon - California Central Valley: Sacramento River Fall,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,Y,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Fall,3219,2012,2,2011,Full Update,Full acceptance,2011,85195,Adult Spawners (hatchery + natural),Escapement - 3-Year Geometric Mean 2009-2011,91500,MSST escapement,122000,Smsy escapement goal,0.930999994,0.698000014,,
10605,Chinook salmon - California Central Valley: Sacramento River Fall,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,Y,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Fall,3731,2013,2,2012,Full Update,Full acceptance,2012,161471,Adult Spawners (hatchery + natural),Escapement - 3-Year Geometric Mean 2010-2012,91500,MSST escapement,122000,Smsy escapement goal,1.764999986,1.324000001,,
10605,Chinook salmon - California Central Valley: Sacramento River Fall,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,Y,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Fall,4311,2014,2,2013,Full Update,Full acceptance,2013,239771,Adult Spawners (hatchery + natural),Escapement - 3-Year Geometric Mean 2011-2013,91500,MSST escapement,122000,Smsy escapement goal,2.619999886,1.965000033,,
10605,Chinook salmon - California Central Valley: Sacramento River Fall,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,Y,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Fall,5521,2015,2,2014,Full Update,Full acceptance,2014,290601,Adult Spawners (hatchery + natural),Escapement - 3-Year Geometric Mean 2012-2014,91500,MSST escapement,122000,Smsy escapement goal,3.176000118,2.381999969,,
10605,Chinook salmon - California Central Valley: Sacramento River Fall,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,Y,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Fall,6291,2016,2,2015,Full Update,Full acceptance,2015,213293,Adult Spawners (hatchery + natural),Escapement - 3-Year Geometric Mean 2013-2015,91500,MSST escapement,122000,Smsy escapement goal,2.33100009,1.748000026,,
10605,Chinook salmon - California Central Valley: Sacramento River Fall,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,Y,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Fall,7231,2017,3,2016,Full Update,Full acceptance,2016,128865,Adult Spawners (hatchery + natural),Escapement - 3-Year Geometric Mean 2014-2016,91500,MSST escapement,122000,Smsy escapement goal,1.407999992,1.055999994,,
10605,Chinook salmon - California Central Valley: Sacramento River Fall,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,Y,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Fall,8099,2018,4,2017,Full Update,Full acceptance,2017,76714,Adult Spawners (hatchery + natural),Escapement - 3-Year Geometric Mean 2015-2017,91500,MSST escapement,122000,Smsy escapement goal,0.838,0.629000008,,
10605,Chinook salmon - California Central Valley: Sacramento River Fall,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,Y,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Fall,9642,2019,2,2018,,Full acceptance,2018,73994,Adult spawners (hatchery + natural),Spawning Escapement - 3 Year Geometric Mean,91500,MSST Escapement,122000,Smsy Escapement Goal,0.809000015,0.606999993,,
10605,Chinook salmon - California Central Valley: Sacramento River Fall,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,Y,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Fall,10702,2020,2,2019,,Full acceptance,2019,90675,Adult Spawners (hatchery + natural),Spawning Escapement - 3 Year Geometric Mean,91500,MSST Escapement,122000,Smsy Escapement Goal,0.990999997,0.742999971,,
10605,Chinook salmon - California Central Valley: Sacramento River Fall,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,Y,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Fall,11302,2021,2,2020,,Full acceptance,2020,133549,Adult Spawners (hatchery + natural),Spawning Escapement - 3 Year Geometric Mean,91500,MSST Escapement,122000,Smsy Escapement Goal,1.460000038,1.095000029,,
10605,Chinook salmon - California Central Valley: Sacramento River Fall,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,Y,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Fall,12140,2022,2,2021,,Full acceptance,2020,133192,Adult Spawners (hatchery + natural),Spawning Escapement - 3 Year Geometric Mean,91500,MSST Escapement,122000,Smsy Escapement Goal,1.45599997,1.092000008,,
10606,Chinook salmon - California Central Valley: Sacramento River Spring,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Spring,4358,2005,2,2004,Full Update,Full acceptance,2004,17837,Adults and Jacks,Escapement,,Undefined ESA-listed,,Undefined ESA-listed,,,,
10606,Chinook salmon - California Central Valley: Sacramento River Spring,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Spring,4359,2006,2,2005,Full Update,Full acceptance,2005,15900,Adults and Jacks,Escapement,,Undefined ESA-listed,,Undefined ESA-listed,,,,
10606,Chinook salmon - California Central Valley: Sacramento River Spring,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Spring,4360,2007,2,2006,Full Update,Full acceptance,2006,12567,Adults and Jacks,Escapement,,Undefined ESA-listed,,Undefined ESA-listed,,,,
10606,Chinook salmon - California Central Valley: Sacramento River Spring,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Spring,4361,2008,2,2007,Full Update,Full acceptance,2007,11950,Adults and Jacks,Escapement,,Undefined ESA-listed,,Undefined ESA-listed,,,,
10606,Chinook salmon - California Central Valley: Sacramento River Spring,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Spring,4362,2009,2,2008,Full Update,Full acceptance,2008,13361,Adults and Jacks,Escapement,,Undefined ESA-listed,,Undefined ESA-listed,,,,
10606,Chinook salmon - California Central Valley: Sacramento River Spring,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Spring,4363,2010,2,2009,Full Update,Full acceptance,2009,4506,Adults and Jacks,Escapement,,Undefined ESA-listed,,Undefined ESA-listed,,,,
10606,Chinook salmon - California Central Valley: Sacramento River Spring,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Spring,4364,2011,2,2010,Full Update,Full acceptance,2010,4612,Adults and Jacks,Escapement,,Undefined ESA-listed,,Undefined ESA-listed,,,,
10606,Chinook salmon - California Central Valley: Sacramento River Spring,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Spring,3279,2012,2,2011,Full Update,Full acceptance,2011,7400,Adults and Jacks,Escapement,,Undefined - ESA listed,,Undefined - ESA listed,,,,
10606,Chinook salmon - California Central Valley: Sacramento River Spring,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Spring,4365,2013,2,2012,Full Update,Full acceptance,2012,22432,Adults and Jacks,Escapement,,Undefined ESA-listed,,Undefined ESA-listed,,,,
10606,Chinook salmon - California Central Valley: Sacramento River Spring,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Spring,5099,2014,2,2013,Full Update,Full acceptance,2013,22760,Adults and Jacks,Escapement,,Undefined ESA-listed,,Undefined ESA-listed,,,,
10606,Chinook salmon - California Central Valley: Sacramento River Spring,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Spring,6352,2015,2,2014,Full Update,Full acceptance,2014,9720,Adult and Juvenile Fish,Escapement,,Undefined ESA-listed,,Undefined ESA-listed,,,,
10606,Chinook salmon - California Central Valley: Sacramento River Spring,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Spring,6353,2016,2,2015,Full Update,Full acceptance,2015,4273,Adults and Jacks,Escapement,,Undefined ESA-listed,,Undefined ESA-listed,,,,
10606,Chinook salmon - California Central Valley: Sacramento River Spring,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Spring,7513,2017,2,2016,Full Update,Full acceptance,2016,7743,Adults and Jacks,Escapement,,Undefined ESA-listed,,Undefined ESA-listed,,,,
10606,Chinook salmon - California Central Valley: Sacramento River Spring,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Spring,8100,2018,4,2017,Full Update,Full acceptance,2017,1805,Adults and Jacks,Escapement,,Undefined ESA-listed,,Undefined ESA-listed,,,,
10606,Chinook salmon - California Central Valley: Sacramento River Spring,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Spring,9643,2019,2,2018,,Full acceptance,2018,5420,Adults and Jacks,Escapement,,Undefined - ESA Listed,,Undefined - ESA Listed,,,,
10606,Chinook salmon - California Central Valley: Sacramento River Spring,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Spring,10762,2020,2,2019,,Full acceptance,2019,20012,Adults and Jacks,Escapement,,Undefined - ESA Listed,,Undefined - ESA Listed,,,,
10606,Chinook salmon - California Central Valley: Sacramento River Spring,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Spring,11382,2021,2,2020,,Full acceptance,2020,3132,Adults and Jacks,Escapement,,Undefined - ESA Listed,,Undefined - ESA Listed,,,,
10606,Chinook salmon - California Central Valley: Sacramento River Spring,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Spring,12141,2022,2,2021,,Full acceptance,2021,8285,Adults and Jacks,Escapement,,Undefined - ESA Listed,,Undefined - ESA Listed,,,,
10607,Chinook salmon - California Central Valley: Sacramento River Winter,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Winter,4366,2005,2,2004,Full Update,Full acceptance,2004,7192,Adults and Jacks,Escapement,,Undefined - ESA Listed,,Undefined - ESA Listed,,,,
10607,Chinook salmon - California Central Valley: Sacramento River Winter,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Winter,4367,2006,2,2005,Full Update,Full acceptance,2005,5300,Adults and Jacks,Escapement,,Undefined - ESA Listed,,Undefined - ESA Listed,,,,
10607,Chinook salmon - California Central Valley: Sacramento River Winter,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Winter,4368,2007,2,2006,Full Update,Full acceptance,2006,7513,Adults and Jacks,Escapement,,Undefined - ESA Listed,,Undefined - ESA Listed,,,,
10607,Chinook salmon - California Central Valley: Sacramento River Winter,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Winter,4369,2008,2,2007,Full Update,Full acceptance,2007,6144,Adults and Jacks,Escapement,,Undefined - ESA Listed,,Undefined - ESA Listed,,,,
10607,Chinook salmon - California Central Valley: Sacramento River Winter,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Winter,4370,2009,2,2008,Full Update,Full acceptance,2008,2850,Adults and Jacks,Escapement,,Undefined - ESA Listed,,Undefined - ESA Listed,,,,
10607,Chinook salmon - California Central Valley: Sacramento River Winter,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Winter,4371,2010,2,2009,Full Update,Full acceptance,2009,4537,Adults and Jacks,Escapement,,Undefined ESA-listed,,Undefined ESA-listed,,,,
10607,Chinook salmon - California Central Valley: Sacramento River Winter,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Winter,4372,2011,2,2010,Full Update,Full acceptance,2010,1596,Adults and Jacks,Escapement,,Undefined ESA-listed,,Undefined ESA-listed,,,,
10607,Chinook salmon - California Central Valley: Sacramento River Winter,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Winter,3280,2012,2,2011,Benchmark,Full acceptance,2011,824,Adults and Jacks,Escapement,,Undefined -- ESA  listed,,Undefined -- ESA  listed,,,,
10607,Chinook salmon - California Central Valley: Sacramento River Winter,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Winter,4373,2013,2,2012,Full Update,Full acceptance,2012,2674,Adults and Jacks,Escapement,,Undefined ESA-listed,,Undefined ESA-listed,,,,
10607,Chinook salmon - California Central Valley: Sacramento River Winter,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Winter,5100,2014,2,2013,Full Update,Full acceptance,2013,6122,Adults and Jacks,Escapement,,Undefined ESA-listed,,Undefined ESA-listed,,,,
10607,Chinook salmon - California Central Valley: Sacramento River Winter,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Winter,6354,2015,2,2014,Full Update,Full acceptance,2014,3015,Adults and Jacks,Escapement,,Undefined ESA-listed,,Undefined ESA-listed,,,,
10607,Chinook salmon - California Central Valley: Sacramento River Winter,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Winter,6355,2016,2,2015,Full Update,Full acceptance,2015,3439,Adults and Jacks,Escapement,,Undefined ESA-listed,,Undefined ESA-listed,,,,
10607,Chinook salmon - California Central Valley: Sacramento River Winter,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Winter,7512,2017,2,2016,Full Update,Full acceptance,2016,1546,Adults and Jacks,Escapement,,Undefined ESA-listed,,Undefined ESA-listed,,,,
10607,Chinook salmon - California Central Valley: Sacramento River Winter,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Winter,8101,2018,4,2017,Full Update,Full acceptance,2017,975,Adults and Jacks,Escapement,,Undefined ESA-listed,,Undefined ESA-listed,,,,
10607,Chinook salmon - California Central Valley: Sacramento River Winter,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Winter,9644,2019,2,2018,,Full acceptance,2018,2638,Adults and Jacks,Escapement,,Undefined - ESA Listed,,Undefined - ESA Listed,,,,
10607,Chinook salmon - California Central Valley: Sacramento River Winter,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Winter,10782,2020,2,2019,,Full acceptance,2019,8128,Adults and Jacks,Escapement,,Undefined - ESA Listed,,Undefined - ESA Listed,,,,
10607,Chinook salmon - California Central Valley: Sacramento River Winter,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Winter,11383,2021,2,2020,,Full acceptance,2020,7421,Adults and Jacks,Escapement,,Undefined - ESA Listed,,Undefined - ESA Listed,,,,
10607,Chinook salmon - California Central Valley: Sacramento River Winter,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,California Central Valley: Sacramento River Winter,12142,2022,2,2021,,Full acceptance,2021,10506,Adults and Jacks,Escapement,,Undefined - ESA Listed,,Undefined - ESA Listed,,,,
10614,Chinook salmon - Columbia River Basin: Lower River Hatchery Fall,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,Columbia River Basin: Lower River Hatchery Fall,4391,2005,2,2004,Full Update,Full acceptance,2004,29600,Adult Spawners - Hatchery,Escapement,,Smsy not applicable to hatchery stocks,,Smsy not applicable to hatchery stocks,,,,
10614,Chinook salmon - Columbia River Basin: Lower River Hatchery Fall,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,Columbia River Basin: Lower River Hatchery Fall,4392,2006,2,2005,Full Update,Full acceptance,2005,25.89999962,Adult Spawners - Hatchery,Escapement,,Smsy not applicable to hatchery stocks,,Smsy not applicable to hatchery stocks,,,,
10614,Chinook salmon - Columbia River Basin: Lower River Hatchery Fall,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,Columbia River Basin: Lower River Hatchery Fall,4393,2007,2,2006,Full Update,Full acceptance,2006,19500,Adult Spawners - Hatchery,Escapement,,Smsy not applicable to hatchery stocks,,Smsy not applicable to hatchery stocks,,,,
10614,Chinook salmon - Columbia River Basin: Lower River Hatchery Fall,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,N,161980,Oncorhynchus tshawytscha,Chinook salmon,Columbia River Basin: Lower River Hatchery Fall,4394,2008,2,2007,Full Update,Full acceptance,2007,18200,Adult Spawners - Hatchery,Escapement,,Smsy not applicable to hatchery stocks,,Smsy not applicable to hatchery stocks,,,,
